codigo,descricao,preconormal,precooferta,inicio,fim,secao,familia
36984,"SAB ALBANY LIMPEZA CUIDADO 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
36985,"SAB ALBANY PERFUME ROXO 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
36986,"SAB ALBANY PERFUME VERMELHO 85G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
37265,"SH HEAD SHOULDERS OLD SPICE 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
37421,"WAFER LACTA BIS LAKA 100,8G",9.19,5.99,24/07,10/08,BOMBONIERE,4852
37422,"WAFER LACTA BIS AO LEITE 100,8G",9.19,5.99,24/07,10/08,BOMBONIERE,4852
37544,"FRALDA MUNDO BITA MEGA G C/34UND",37.39,24.99,22/07,21/08,INFANTIS,4699
37545,"FRALDA MUNDO BITA MEGA M C/40UND",37.39,24.99,22/07,21/08,INFANTIS,4699
37546,"FRALDA MUNDO BITA MEGA XG C/32UND",37.39,24.99,22/07,21/08,INFANTIS,4699
38436,"LAVA ROUPAS OMO ULTRA POWER 1,8L",32.99,34.99,04/08,06/08,LIMPEZA,0
38463,"SH SEDA PROBIOTICO + BIOTINA 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
38464,"COND SEDA PROBIOTICO + BIOTINA 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
38466,"AMAC FOFO CONC AMARELO CHAMEGO 500ML",11.89,8.59,04/08,06/08,LIMPEZA,646
38467,"AMAC FOFO CONC AZUL TUDAO 500ML",11.89,8.59,04/08,06/08,LIMPEZA,646
38468,"AMAC FOFO CONC VERM.SENSACAO 500ML",11.89,8.59,04/08,06/08,LIMPEZA,646
38469,"AMAC FOFO CONC LARANJA VITORIOSA 500ML",11.89,8.59,04/08,06/08,LIMPEZA,646
38597,"DESINF DRAGAO FLORAL 1L",4.69,3.49,03/08,10/08,LIMPEZA,4827
38598,"DESINF DRAGAO CAMPESTRE 1L",4.69,3.49,03/08,10/08,LIMPEZA,4827
38806,"LAVA ROUPAS PO BRILHANTE LIMPEZA TOTAL 1,6KG",16.89,15.79,04/08,06/08,LIMPEZA,0
38903,"LIMPA VIDRO LIQUIDO CIF SQUEEZE 500ML",18.99,14.99,04/08,06/08,LIMPEZA,0
38908,"LIMP DESENGORDURANTE CIF SH REFIL 450ML REFIL",12.09,14.99,04/08,06/08,LIMPEZA,0
38912,"AMAC DE ROUPA CONCENTRADO 36 COMFORT SEGREDOS 500ML",13.89,9.69,04/08,06/08,LIMPEZA,3710
38914,"AMAC DE ROUPA CONCENTRADO 48 COMFORT SEGREDOS 500ML",13.89,9.69,04/08,06/08,LIMPEZA,3710
39239,"FRALDA MUNDO BITA MEGA XXG C/26UND",37.39,24.99,22/07,21/08,INFANTIS,4699
39646,"DETERG ALA PO LIMAO BICARBONATO 400G",3.59,2.99,04/08,06/08,LIMPEZA,5150
39673,"AMAC CONFORT LAVADA SH 900ML",23.29,20.09,04/08,06/08,LIMPEZA,5695
39785,"CAPSULA TRES CORACOES CAFE ORGANICO  10X50G ",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
39786,"CAPSULA  TRES CORACOES CAFE INTENSO 10X50G ",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
39787,"CAPSULA  TRES CORACOES CAFE DESCAFE 10X50G ",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
39790,"CAPSULA TRES CORACOES CAFE MOGIANA PAULISTA  10X50G ",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
39791,"CAPSULA TRES CORACOES CAFE CERRADO MINEIRO 10X50G ",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
39797,"MAIONESE HELLMANNS CHURRASCO 335G",17.99,16.26,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",5744
39861,"VINHO CASA RODRIGUES TINTO SUAVE 1L",19.99,19.97,04/08,10/08,BEBIDAS,5489
40121,"CHOC BARRA RECH SNICKERS PE DE MOLEQUE 42G",4.99,4.99,04/08,10/08,BOMBONIERE,4203
40221,"SH HEAD SHOULDERS LIMPEZA EFICAZ 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
40245,"CR PENT SEDA PREBIOTICOS + BIOTINA FRASC0 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
40252,"DESOD AERO DOVE MEN INVISIBLE FRESH 150ML",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
40296,"MAIONESE HELLMANNS CHIPOTLE 335G",17.99,16.26,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",5744
40662,"VINHO CASA RODRIGUES TINTO SECO 1L",19.99,19.97,04/08,10/08,BEBIDAS,5489
40665,"BISC RECH TRELOSO FARINHA LACTA 120G",2.29,1.87,04/08,10/08,"BISCOITOS / BOLACHAS",4053
40683,"SAB LIQ CLEAN LEVEL ERVA DOCE 1L",18.29,11.99,03/08,10/08,"HIGIENE CORPORAL",5046
40684,"SAB LIQ CLEAN LEVEL FRUTAS CITRICAS 1L",18.29,11.99,03/08,10/08,"HIGIENE CORPORAL",5046
40685,"SAB LIQ CLEAN LEVEL ROSAS 1L",18.29,11.99,03/08,10/08,"HIGIENE CORPORAL",5046
40686,"SAB LIQ CLEAN LEVEL LAVANDA 1L",18.29,11.99,03/08,10/08,"HIGIENE CORPORAL",5046
40728,"LAVA ROUPAS BRILHANTE LIMPEZA TOTAL LIQ 1,8L",21.99,20.99,04/08,06/08,LIMPEZA,0
40733,"LAVA ROUPAS ALA COCO 1,8L",21.39,19.19,04/08,06/08,LIMPEZA,5523
40734,"LAVA ROUPAS LIQ ALA LAVANDA 1,8L",21.39,19.19,04/08,06/08,LIMPEZA,5523
40951,"DETERG ALA PO ROSAS E FLOR DE LIS 800G",6.99,5.99,04/08,06/08,LIMPEZA,0
40953,"DETERG ALA PO CUIDADO DO COCO 400G",3.59,2.99,04/08,06/08,LIMPEZA,5150
40954,"DETERG ALA PO ERVA-DOCE E BICARBONATO 400G",3.59,2.99,04/08,06/08,LIMPEZA,5150
41030,"CHOC BARRA RECH SNICKERS MORANGO 42G",4.99,4.99,04/08,10/08,BOMBONIERE,4203
41296,"AMAC FOFO AZUL TUDAO RF 900ML",17.09,15.09,04/08,06/08,LIMPEZA,0
41297,"DETERG ALA  PO COCO 1,6KG",13.59,11.79,04/08,06/08,LIMPEZA,5175
41299,"DETERG ALA  PO LAVANDA 1,6KG",13.59,11.79,04/08,06/08,LIMPEZA,5175
41300,"DETERG ALA ROSAS E FLOR LIS 400G",3.59,2.99,04/08,06/08,LIMPEZA,5150
41301,"DETERG ALA LAVANDA 400G",3.59,2.99,04/08,06/08,LIMPEZA,5150
41372,"CHOC BARRA RECH SNICKERS WHITE 42G",4.99,4.99,04/08,10/08,BOMBONIERE,4203
41537,"SNACKS RUFFLES SOUR CREAM E CEBOLA 100G",10.69,9.97,04/08,10/08,BOMBONIERE,5151
41538,"SNACKS RUFFLES CHEDDAR 100G",10.69,9.97,04/08,10/08,BOMBONIERE,5151
41539,"SNACKS RUFFLES ORIGINAL 100G",10.69,9.97,04/08,10/08,BOMBONIERE,5151
41658,"COND SEDA LUMINOUS UV 300ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
41659,"SH SEDA LUMINOUS UV 300ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
41660,"CR PENT SEDA LUMINOUS UV 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
41796,"KIT HAIR FLY SOS ANTIQUEDA SH+COND",18.29,12.99,03/08,10/08,"CUIDADOS COM O CABELO",3935
41797,"KIT HAIR FLY SOS POS QUIMICA SH+COND",18.29,12.99,03/08,10/08,"CUIDADOS COM O CABELO",3935
42117,"SAB PROTEX FRESH 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
42409,"DESOD AERO DOVE MEN CARE PROMO 200ML",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
42556,"CAPSULA TRES CAPPUCCINO AVELA 10X11G",24.69,19.99,04/08,10/08,"CAFE / CHA",2205
42631,"LAVA ROUPAS URCA LAVANDA 3L",17.29,12.99,07/07,06/08,LIMPEZA,2874
42792,"ESC DENT ORAL-B BLACK COMPLETE COLORS C/4",34.79,29.98,15/07,14/08,"CUIDADOS BUCAL",0
43273,"ANTI-SEPTICO CARMED FINI DENTADURA 250ML",16.99,14.99,17/07,05/08,"CUIDADOS BUCAL",5347
43274,"ANTI-SEPTICO CARMED FINI MINHOCAS 250ML",16.99,14.99,17/07,05/08,"CUIDADOS BUCAL",5347
43275,"GEL DENT CARMED FINI MINHOCAS 70G",20.99,14.99,17/07,16/08,"CUIDADOS BUCAL",5351
43287,"SH SEDA TOQUE DE SEDA 300ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
43288,"COND SEDA TOQUE DE SEDA 250ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
43289,"CR PENT SEDA TOQUE DE SEDA 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
43331,"CATCHUP HELLMANNS SUPREME 390G",19.99,16.99,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
43351,"GEL DENT CARMED FINI BEIJOS 70G",20.99,14.99,17/07,16/08,"CUIDADOS BUCAL",5351
43352,"GEL DENT CARMED FINI DENTINHOS 70G",20.99,14.99,17/07,16/08,"CUIDADOS BUCAL",5351
43353,"ANTI-SEPTICO CARMED FINI BEIJOS 250ML",16.99,14.99,17/07,05/08,"CUIDADOS BUCAL",5347
43417,"LAVA ROUPAS EVA 3L",14.49,12.99,07/07,06/08,LIMPEZA,5706
43418,"LAVA ROUPAS EVA 5L",21.49,17.99,01/08,06/08,LIMPEZA,5462
43620,"MAIONESE HELLMANNS SUPREME 230G",16.39,14.97,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
43731,"GEL DENT CARMED FINI MELANCIA 70G",20.99,14.99,17/07,16/08,"CUIDADOS BUCAL",5351
43732,"GEL DENT CARMED FINI CEREJA 70G",20.99,14.99,17/07,16/08,"CUIDADOS BUCAL",5351
43733,"ANTI-SEPTICO CARMED FINI MELANCIA 250ML",16.99,14.99,17/07,05/08,"CUIDADOS BUCAL",5347
43893,"ODORIZANTE DE ROUPAS COMFORT BOOM EUFORIA FLORAL 275G",22.39,19.29,04/08,06/08,LIMPEZA,0
44190,"DESOD AERO DOVE PESSEGO E LEITE 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
44191,"DESOD AERO DOVE LAVANDA E BAUNILHA 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
44213,"MAIONESE HELLMANNS BACON 335G",17.99,16.26,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",5744
44214,"MAIONESE HELLMANNS VERDE C SALSINHA/ALHO 335G",17.99,16.26,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",5744
44217,"MAIONESE HELLMANNS VEGANO 335G",17.99,16.26,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",5744
44250,"REFRESC TANG AZUL 18G",0.99,0.97,04/08,10/08,BEBIDAS,4199
44398,"LAVA ROUPA LIQ OMO CICLO RAPIDO ACAO TODAL 750ML",18.49,14.49,04/08,06/08,LIMPEZA,0
44399,"LAVA ROUPA LIQ OMO CICLO RAPIDO ACAO CUIDADO 750ML",19.89,14.49,04/08,06/08,LIMPEZA,0
44400,"LAVA ROUPA LIQ OMO CICLO RAPIDO ACAO ANTIODOR 750ML",16.69,14.49,04/08,06/08,LIMPEZA,0
44401,"LAVA ROUPAS OMO RAPIDO ACAO CUIDADO 1,4L",30.39,27.90,04/08,06/08,LIMPEZA,0
44402,"LAVA ROUPAS OMO RAPIDO ACAO TOTAL 1,4L",32.19,27.90,04/08,06/08,LIMPEZA,0
44404,"LAVA ROUPAS EVA VERDE 5L",21.49,17.99,01/08,06/08,LIMPEZA,5462
44705,"IOG DANONE ZERO LIQ MORANGO 1,200G",16.69,15.99,29/07,08/08,FRIOS,5714
44706,"IOG DANONE ZERO LIQ BATIDO 1,200G",16.69,15.99,29/07,08/08,FRIOS,5714
44850,"LIMPADOR DESENGORDURANTE CIF 500ML",24.29,22.99,04/08,06/08,LIMPEZA,0
44851,"LAVA ROUPAS LIQ OMO CICLO RAPIDO ACAO ANTIODOR 1,4L",31.49,27.90,04/08,06/08,LIMPEZA,0
44852,"AMAC COMFORT BRISA ELEGANTE SH 900ML",21.99,16.99,03/08,10/08,LIMPEZA,5764
44853,"AMAC COMFORT ENERGIA FLORAL SH 900ML",23.29,16.99,03/08,10/08,LIMPEZA,5764
44854,"AMAC COMFORT CONC SEGREDOS 48 1L",24.79,23.09,04/08,06/08,LIMPEZA,5529
44855,"AMAC COMFORT CONC SEGREDOS 36 1L",24.79,23.09,04/08,06/08,LIMPEZA,5529
44856,"LAVA ROUPAS EM PO OMO LAVAGEM PERFEITA 2,2KG",33.89,37.59,04/08,06/08,LIMPEZA,0
44857,"AMAC COMFORT CONC BRISA ELEGANTE 1L",24.79,23.09,04/08,06/08,LIMPEZA,5529
44861,"AMAC COMFORT CONC EXPERT CARE BRISA ELEGANTE 1L",24.79,23.09,04/08,06/08,LIMPEZA,5529
45020,"AMAC CONC COMFORT 10 BRIDGERTON SEGREDOS 1L",24.79,23.09,04/08,06/08,LIMPEZA,5529
45021,"AMAC CONC COMFORT 10 BRIDGERTON SEGREDOS 500ML",13.89,9.69,04/08,06/08,LIMPEZA,3710
45121,"CAFE SANTA CLARA CLASSICO SL 40G 10%",4.99,4.97,04/08,10/08,"CAFE / CHA",0
45137,"COND SEDA COLAGENO E VITAMINA 250ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
45139,"SH SEDA COLAGENO E VITAMINA 300ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
45348,"LAVA ROUPAS LIMPA JA 5L",21.49,17.99,01/08,06/08,LIMPEZA,5462
45409,"SOBREMESA PROTEICA CHOCOLATE VERDE CAMPO 130G ",13.79,10.49,24/07,05/08,FRIOS,0
45440,"CAPSULA TRES CAFE CAPPUCCINO PACOCA 10X11G",23.69,19.99,04/08,10/08,"CAFE / CHA",0
45441,"CAPSULA TRES CAFE CAPPUCCINO NAPOLITANO 10X11G",23.69,19.99,04/08,10/08,"CAFE / CHA",0
45444,"ESPUMA MILAGROSA CIF EXTERMINA LIMO SQUEEZE 500ML",23.89,22.99,04/08,06/08,LIMPEZA,0
45445,"ESPUMA MILAGROSA CIF EXTERMINA LIMO RF 450ML",15.29,14.99,04/08,06/08,LIMPEZA,0
45446,"AMAC CONFORT BRIDGERTON 900ML",23.29,20.09,04/08,06/08,LIMPEZA,5695
45464,"AMAC FOFO CONC AZUL TUDAO 1L",20.19,17.99,04/08,06/08,LIMPEZA,0
45474,"LIMP CIF TIRA LIMO CLORO 500ML",15.39,14.99,04/08,06/08,LIMPEZA,0
45475,"ESPUMA PODEROSA VIM SQUEEZE 450ML",23.69,23.59,04/08,06/08,LIMPEZA,0
45635,"AMAC CONC COMFORT FRESCOR INTENSO 1,5L",42.79,30.69,04/08,06/08,LIMPEZA,0
45636,"AMAC CONC FOFO AZUL TUDAO 1,5L",30.29,24.69,04/08,06/08,LIMPEZA,0
45641,"AMAC CONC COMFORT 36 SEGREOS 1,5L",48.69,35.39,04/08,06/08,LIMPEZA,0
45649,"ESPUMA PODEROSA VIM SH 450ML",16.29,15.99,04/08,06/08,LIMPEZA,0
45651,"DETERG OMO LIQ FINAS DELICADAS BEBE 900ML",17.89,18.19,04/08,06/08,LIMPEZA,5692
45928,"BOMBOM GAROTO SORTIDO 220G",14.99,13.99,04/08,10/08,BOMBONIERE,0
46005,"DESOD AERO DOVE MEN ENERGY BOOST 89G",21.29,19.98,04/08,03/09,"HIGIENE CORPORAL",1484
46034,"LENCO UMED SUPER KISSES C/140",9.99,7.99,22/07,21/08,INFANTIS,0
46037,"FRALDA PANDA TOQUE MACIO JUMBINHO P C/20",15.29,11.99,22/07,21/08,INFANTIS,5606
46038,"FRALDA PANDA TOQUE MACIO JUMBINHO M C/18",15.29,11.99,22/07,21/08,INFANTIS,5606
46039,"FRALDA PANDA TOQUE MACIO JUMBINHO G C/16",15.29,11.99,22/07,21/08,INFANTIS,5606
46040,"FRALDA PANDA TOQUE MACIO JUMBINHO XG C/14",15.29,11.99,22/07,21/08,INFANTIS,5606
46041,"FRALDA PANDA TOQUE MACIO JUMBINHO XXG C/12",15.29,11.99,22/07,21/08,INFANTIS,5606
46107,"SAND HAVAIANAS TOP VAI BRASIL AM. POP 35/36",43.49,39.98,04/07,04/08,CALCADOS,5611
46108,"SAND HAVAIANAS TOP VAI BRASIL AM. POP 37/38",43.49,39.98,04/07,04/08,CALCADOS,5611
46109,"SAND HAVAIANAS TOP VAI BRASIL AM. POP 39/40",43.49,39.98,04/07,04/08,CALCADOS,5611
46110,"SAND HAVAIANAS TOP VAI BRASIL AM. POP 41/42",43.49,39.98,04/07,04/08,CALCADOS,5611
46111,"SAND HAVAIANAS TOP VAI BRASIL AM. POP 43/44",43.49,39.98,04/07,04/08,CALCADOS,5611
46174,"FRALDA KISSES MASTER REGULAR MD C/8X12",21.89,19.98,22/07,21/08,INFANTIS,5618
46175,"FRALDA KISSES MASTER REGULAR GD C/8X12",21.89,19.98,22/07,21/08,INFANTIS,5618
46176,"FRALDA KISSES MASTER REGULAR XG C/7X12",21.89,19.98,22/07,21/08,INFANTIS,5618
46227,"SALG PIPPOS VIT ANIME CEBOLA E SALSA 200G",10.99,9.99,04/08,10/08,BOMBONIERE,5736
46307,"LAVA ROUPAS UAU ACTIVE 1,7L",18.99,15.99,23/06,29/09,LIMPEZA,5665
46308,"LAVA ROUPAS UAU PERF COCO E VANILA 1,7L",18.99,15.99,23/06,29/09,LIMPEZA,5665
46466,"SAB LIQ PALMOLIVE NATURALS SEGREDO SEDUTOR RF 200ML",10.99,5.99,03/08,10/08,"HIGIENE CORPORAL",2596
46468,"SAB LIQ PALMOLIVE NATURALS MELANCIA E LICHIA RF 200ML",10.99,5.99,03/08,10/08,"HIGIENE CORPORAL",2596
46480,"SALG SALSITOS PRESUNTO 32G",1.99,1.99,04/08,10/08,BOMBONIERE,5696
46481,"SALG SALSITOS QUEIJO 32G",1.99,1.99,04/08,10/08,BOMBONIERE,5696
46492,"MOSTARDA HELLMANNS 250G",16.99,15.64,04/08,06/08,"ATOMATADOS / MAIONESE / MOSTARDA",0
46521,"LENCO UMED MUNDO BITA C/140",10.29,8.99,22/07,21/08,INFANTIS,0
46598,"SAND RIDER BRASIL MASC BV253 AZ/B N37 A 44",33.29,29.99,03/08,10/08,CALCADOS,5679
46599,"SAND RIDER BRASIL MASC BV254 PT/B N37 A 44",33.29,29.99,03/08,10/08,CALCADOS,5679
46600,"SAND RIDER BRASIL MASC BV255 BR/A N37 A 44",33.29,29.99,03/08,10/08,CALCADOS,5679
46601,"SAND RIDER BRASIL MASC BV267 AZ/B N37 A 44",33.29,29.99,03/08,10/08,CALCADOS,5679
46671,"ENERG MORMAII PET 2L",12.97,11.99,23/06,29/09,BEBIDAS,0
46713,"SAB LIQ PALMOLIVE NUTRI MILK RF 200ML",10.99,5.99,03/08,10/08,"HIGIENE CORPORAL",2596
46719,"CR DENT SORRISO SUP REFRESC JUA HORTELA 70G",3.99,2.95,22/07,21/08,"CUIDADOS BUCAL",0
46798,"LAVA ROUPAS EVA VERDE 3L",14.49,12.99,07/07,06/08,LIMPEZA,5706
46891,"BISC RECH PASSATEMPO CHOC 130G 10%GRATIS",2.75,2.75,04/08,10/08,"BISCOITOS / BOLACHAS",0
46895,"CERVEJA HEINEKEN 473ML",6.99,6.99,04/08,10/08,BEBIDAS,0
46929,"DETERG OMO PO LAV PERFEITA CX 700G",14.69,14.19,04/08,06/08,LIMPEZA,0
46931,"AMAC COMFORT FRESCOR INTENSO RF 700ML",16.69,12.59,04/08,06/08,LIMPEZA,0
46933,"LAVA ROUPAS OMO LAVAGEM PERFEITA 1,8L",29.19,27.59,04/08,06/08,LIMPEZA,0
47064,"SAB ALBANY PERFUME JASMIM 80G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
47065,"SAB ALBANY PERFUME CAPIM E LIMAO 80G",1.99,1.59,03/08,10/08,"HIGIENE CORPORAL",4390
47072,"LAVA ROUPAS LIMPA JA VERDE 5L",21.49,17.99,01/08,06/08,LIMPEZA,5462
47076,"CR PENT SEDA CRESCIMENTO E FORCA 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
47077,"SH SEDA CRESCIMENTO E FORCA 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
47078,"COND SEDA CRESCIMENTO E FORCA 250ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
47082,"SH SEDA MEGA CRESCIMENTO 300ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
47085,"COND SEDA MEGA CRESCIMENTO 250ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
47086,"CR PENT SEDA MEGA CRESCIMENTO 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
47256,"LAVA ROUPAS OMO BRANCO ABSOLUTO 720G",19.39,16.69,04/08,06/08,LIMPEZA,0
115584,"SH PALMOLIVE NATURALS CUIDADO ABSOLUTO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
116971,"CR PENT SEDA BOOM TRANSICAO 295ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
118923,"SH HEAD SHOULDERS DETOX 200ML",23.29,18.99,03/08,10/08,"CUIDADOS COM O CABELO",1317
123382,"SH SEDA BABOSA 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
123390,"COND SEDA BABOSA E OLEOS 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
123412,"CR PENT SEDA BABOSA E OLEOS 300ML",13.99,12.49,04/08,03/09,"CUIDADOS COM O CABELO",1369
125326,"SAB PROTEX PROF ANT ESPINHAS 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
125334,"SAB PROTEX MACADAMIA 85G",3.89,2.99,03/08,10/08,"HIGIENE CORPORAL",1332
125342,"SAB LIQ PALMOLIVE NATURALS JASMIM RF 200ML",10.99,5.99,03/08,10/08,"HIGIENE CORPORAL",2596
125350,"SAB LIQ PALMOLIVE ARGAN RF 200ML",10.99,5.99,03/08,10/08,"HIGIENE CORPORAL",2596
131369,"ACHOC TODDYNHO LEVINHO CHOC 200ML",2.49,2.25,04/08,10/08,"ACHOCOLATADOS / LEITES",1153
132403,"AMAC CONFORT COM PURO CUIDADO DOYP 900ML",23.29,20.09,04/08,06/08,LIMPEZA,5695
136611,"WAFER LACTA BIS BLACK 100,8G",9.19,5.99,24/07,10/08,"BISCOITOS / BOLACHAS",4852
138835,"DESOD AERO REXONA WOMAN ERVA DOCE 90G",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
144894,"SH PALMOLIVE BRILHO FASCINANTE 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
144908,"SH PALMOLIVE HIDRATACAO INTENSA 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
146706,"SH SEDA MICELAR 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
146714,"COND SEDA MICELAR 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
155969,"DESOD AERO REXONA UNISSEX NOW 150ML",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
159697,"LAVA ROUPAS OMO PO LAVAGEM PERF CAIXA  400G",9.49,9.69,04/08,06/08,LIMPEZA,406
159700,"LAVA ROUPAS OMO PO LAVAGEM PERFEITA 800G",19.09,16.89,04/08,06/08,LIMPEZA,5419
159735,"LAVA ROUPAS OMO PO LAVAGEM PERF SH 1.6KG",36.59,29.99,04/08,06/08,LIMPEZA,0
159859,"LAVA ROUPAS OMO PO PURO CUIDADO 400G",9.49,9.69,04/08,06/08,LIMPEZA,406
159867,"LAVA ROUPAS OMO PO PURO CUIDADO 800G",19.09,16.89,04/08,06/08,LIMPEZA,5419
159883,"LAVA ROUPAS OMO PO ROUPAS DELICADA 1.6KG",32.89,29.99,04/08,06/08,LIMPEZA,0
159891,"LAVA ROUPAS OMO LAVANDA 3L",42.39,29.98,03/08,10/08,LIMPEZA,4940
159905,"LAVA ROUPAS OMO LAV LAVAG PERF RF 900ML",16.59,16.79,04/08,06/08,LIMPEZA,3477
159913,"LAVA ROUPAS OMO ROUP DELIC RF 900ML",16.59,16.79,04/08,06/08,LIMPEZA,3477
160997,"CLORO VIM GEL ORIGINAL 700ML",16.59,16.49,04/08,06/08,LIMPEZA,0
163767,"CAPSULA SANTA CLARA CLASSICO 7.5G",24.69,19.99,04/08,10/08,"CAFE / CHA",434
163937,"DESOD AERO REXONA WOMEM FRUT VERM 150ML",18.79,16.99,04/08,03/09,"HIGIENE CORPORAL",1489
172928,"CHOC BARRA RECH SNICKERS 45G",4.99,4.99,04/08,10/08,BOMBONIERE,4203
193810,"ABS ALWAYS BASICO SECA C ABAS 32UND",22.39,12.99,03/08,10/08,"HIGIENE CORPORAL",3660
194506,"SH PALMOLIVE NATURALS DETOX ENERGIZANTE 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
194514,"COND PALMOLIVE NATURALS DETOX ENERGIZANTE 350ML",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
198021,"SH SEDA BOMBA E COCO 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
198030,"COND SEDA BOMBA E COCO 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
198048,"COND PALMOLIVE COCO CACHEADO 350G",12.89,11.99,03/08,10/08,"CUIDADOS COM O CABELO",1401
198056,"SH PALMOLIVE COCO CACHEADO 350ML",12.39,10.99,03/08,10/08,"CUIDADOS COM O CABELO",1260
200018,"COND SEDA BAMBU E BIOTINA 325ML",17.59,14.99,04/08,03/09,"CUIDADOS COM O CABELO",2477
200026,"SH SEDA BAMBU E BIOTINA 325ML",16.49,13.99,04/08,03/09,"CUIDADOS COM O CABELO",2475
501450,"ACUCAR IPOJUCA CRISTAL 1KG",3.39,3.39,04/08,06/08,"ACUCAR / ARROZ / GRAOS",0
506397,"AMAC COMFORT CONC ORIG 500ML",13.89,9.69,04/08,06/08,LIMPEZA,3710
506656,"AGUA SANIT DRAGAO 2L",5.59,4.79,03/08,10/08,LIMPEZA,0
506745,"AMAC FOFO CONC CHEIRINHO DE BEBE 500ML",11.89,8.59,04/08,06/08,LIMPEZA,646
531448,"CAFE SANTA CLARA CLASSICO 250G",15.99,13.99,04/08,10/08,"CAFE / CHA",5410
533530,"CALDO ARISCO CARNE 57G",2.29,2.32,04/08,06/08,"CONDIMENTOS / CONSERVAS",777
533742,"CALDO ARISCO GALINHA CAIPIRA 57G",2.29,2.32,04/08,06/08,"CONDIMENTOS / CONSERVAS",777
534765,"CALDO KNORR CARNE 114G",4.99,4.94,04/08,06/08,"CONDIMENTOS / CONSERVAS",2719
534811,"CALDO KNORR GALINHA 114G",4.99,4.94,04/08,06/08,"CONDIMENTOS / CONSERVAS",2719
534854,"CALDO KNORR GALINHA 57G",2.99,2.90,04/08,06/08,"CONDIMENTOS / CONSERVAS",782
