codigo,descricao,preconormal,precooferta,inicio,fim,secao,familia,pai,camp,obs
33827,CR PENT SALON LINE DEFINICAO ANTIFRIZZ 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
33923,COND SEDA JUNTINHOS MOANA 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
33926,MANTEIGA LEILAC C SAL 150G,8.99,7.99,22/09,27/09,FRIOS,0,1,,
33956,SH PALMOLIVE HIALURONICO 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,1,,
33957,COND PALMOLIVE HIALURONICO 350ML,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,0,,
34076,SAND IPANEMA BRASIL AD AJ571 AZ BC 37 38 43 44,34.99,27.99,02/09,30/09,CALCADOS,4314,1,,
34077,SAND IPANEMA BRASIL AD AJ569 BC BC 37 38 43 44,34.99,27.99,02/09,30/09,CALCADOS,4314,0,,
34078,SAND IPANEMA BRASIL AD AJ570 PT PT 37 38 43 44,34.99,27.99,02/09,30/09,CALCADOS,4314,0,,
34226,"MAC INST VITARELLA GALINHA CAIPIRA 445,8G",7.99,7.89,22/09,27/09,MASSAS,4398,1,,
34227,"MAC INST VITARELLA CARNE 445,8G",7.99,7.89,22/09,27/09,MASSAS,4398,0,,
34313,COND PALMOLIVE FORCA E COLAGENO 350G,11.99,7.90,09/09,30/09,CUIDADOS COM O CABELO,1401,1,,
34321,SH PALMOLIVE FORCA E COLAGENO 350ML,12.39,7.90,09/09,30/09,CUIDADOS COM O CABELO,1260,0,,
34494,HID PANTENE RESTAURACAO 270ML,48.69,29.97,29/08,28/09,CUIDADOS COM O CABELO,5527,0,,
34622,SAB ALBANY HIDRATACAO INTENSIVA AZUL 85G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
34623,SAB ALBANY HIDRATACAO NUTRITIVA 80G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
34624,SAB ALBANY HIDRATACAO SUAVIZANTE 80G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
34625,SAB ALBANY MEN 4EM1 80G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
34626,SAB ALBANY MEN ANTIBACTERIANO OLEOSIDADE 80G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
34627,SAB ALBANY MEN ANTIBACTERIANO ODOR 80G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
34636,SORV KIBON 2 EM 1 ABACAXI E COCO 2L,42.49,27.90,04/09,30/09,FRIOS,4870,0,,
34795,ANTI-SEP COLGATE PLAX FRESH MINT L750P500ML,24.29,19.98,18/09,18/10,CUIDADOS BUCAL,4808,0,,
34796,ANTI-SEP COLGATE PLAX ODOR CONTROL 250ML,17.29,12.99,18/09,18/10,CUIDADOS BUCAL,1458,0,,
34800,CR DENT COLGATE TOTAL CARVAO ATIVADO 90G,12.99,9.90,21/09,30/09,CUIDADOS BUCAL,1380,0,,
35092,CHOC BARRA RECH SNICKERS MOUSSE DE LIMAO 42G,4.99,3.99,22/09,27/09,BOMBONIERE,4203,0,,
35766,KIT PANTENE HIDROCAUTERIZACAO SH350+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
35774,CR DENT COLGATE TOTAL CARVAO ATIVADO 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,0,,
35775,ANTI-SEP COLGATE PLAX ODOR CONTROL L750P500ML,24.29,19.98,18/09,18/10,CUIDADOS BUCAL,4808,1,,
36013,TINT MAXTON PRATICA 8.31,15.99,12.99,22/09,28/09,CUIDADOS COM O CABELO,1481,0,,
36160,BATATA MCCAIN PRE-FRITA AIRFRYER 600G,20.99,17.99,22/09,27/09,FRIOS,0,1,,
36567,SAB ALBANY ROSA AVELUDADA 80G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
36568,SAB ALBANY LIRIO SELVAGEM 80G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,1,,
36983,SAB ALBANY ANTIBACTERIANO BRANCO 85G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
36984,SAB ALBANY LIMPEZA CUIDADO 85G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
36985,SAB ALBANY LAVANDA DELICADA 80G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
36986,SAB ALBANY FRUTAS VERMELHAS 80G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
37421,"WAFER LACTA BIS LAKA 100,8G",9.19,5.99,10/09,30/09,BOMBONIERE,4852,0,,
37422,"WAFER LACTA BIS AO LEITE 100,8G",9.19,5.99,10/09,30/09,BOMBONIERE,4852,1,,
37596,LENCO UMED PAMPERS ALOE L4P3,71.39,49.98,18/09,18/10,INFANTIS,0,1,,
37609,BEB LACTEA UHT BETANIA YOBEM PROT COCO C/TAPIOCA 250ML,9.49,6.99,17/09,30/09,FRIOS,4715,0,,
37610,BEB LACTEA UHT BETANIA YOBEM PROT CAFE EXPRESSO 250ML,9.49,6.99,17/09,30/09,FRIOS,4715,0,,
37742,CR PENT SALON LINE S.O.S KIDS HIDRATACAO 5 EM 1 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
37747,CR PENT SALON LINE MULTIFUNCIONAL 5 EM 1 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
37965,MINI SORV CHICABON COBERTURA CHOC KIBON CAIXA 92G,15.99,9.90,03/09,30/09,FRIOS,5088,0,,
37966,MINI SORV DOCE DE LEITE COBERTURA CHOCO KIBON CX 92G,15.99,9.90,03/09,30/09,FRIOS,5088,0,,
37969,PICOLE KIBON MAGNUM AMENDOAS 72G,19.99,9.90,03/09,30/09,FRIOS,0,1,,
38184,ANTI-SEP COLGATE PLAX ODOR CONTROL 500ML,23.29,16.99,18/09,18/10,CUIDADOS BUCAL,1455,0,,
38397,SAB LIQ PROTEX VITAMINA E 650ML,43.89,34.99,18/09,18/10,HIGIENE CORPORAL,4983,0,,
38418,ESC DENT SORRISO FRESH FAMILIA C/5,38.89,14.90,16/09,30/09,CUIDADOS BUCAL,0,1,,
38447,"AMAC DOWNY BRISA SUAVE 1,5L",49.59,26.99,25/09,27/09,LIMPEZA,3501,0,,
38463,SH SEDA PROBIOTICO + BIOTINA 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
38464,COND SEDA PROBIOTICO + BIOTINA 325ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
39017,CR PENT SALON LINE KIDS CACHINHOS UVA 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
39018,CR PENT SALON LINE DEFINICAO ULTRA VOLUME 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
39426,AP GILETTE MACH3 C/1UN CARBONO,47.99,19.99,15/09,15/10,DEPILACAO,0,1,,
39437,BATATA RUFFLES SAL 33G,4.69,3.89,22/09,27/09,BOMBONIERE,4884,1,,
39438,BATATA RUFFLES CEBOLA E SALSA 33G,4.69,3.89,22/09,27/09,BOMBONIERE,4884,0,,
39454,BATATA RUFFLES CHURRASCO 33G,4.69,3.89,22/09,27/09,BOMBONIERE,4884,0,,
39639,FILE DE PEITO EM CUBOS MAURICEA CONG CEB.CAR C/BACON 400G,8.99,7.99,22/09,27/09,AVES,3720,0,,
39816,KIT NIELY SALVA FIOS SH + COND,27.69,19.98,29/09,18/10,CUIDADOS COM O CABELO,1566,0,,
39927,SAB LIQ PROTEX CREAM 650ML,43.89,34.99,18/09,18/10,HIGIENE CORPORAL,4983,0,,
39962,KIT PANTENE COLAGENO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
39963,KIT PANTENE QUERATINA SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
39968,ANTI-SEP COLGATE PLAX ICE FUSION 250ML,17.29,12.99,18/09,18/10,CUIDADOS BUCAL,1458,0,,
40121,CHOC BARRA RECH SNICKERS PE DE MOLEQUE 42G,4.99,3.99,22/09,27/09,BOMBONIERE,4203,0,,
40223,OLEO PANTENE QUERATINA 95ML,50.29,39.98,29/08,28/09,CUIDADOS COM O CABELO,0,1,,
40224,SPRAY PANTENE QUERATINA 160ML,50.49,39.98,29/08,28/09,CUIDADOS COM O CABELO,0,1,,
40245,CR PENT SEDA PREBIOTICOS + BIOTINA FRASC0 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
40252,DESOD AERO DOVE MEN INVISIBLE FRESH 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
40560,CR PENT SALON LINE DEFINICAO NATURAL 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,1,,
40593,CR PENT SALON LINE KIDS CACHINHOS MELAO 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
40594,CR PENT SALON LINE KIDS CACHINHOS MARACUJA 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
40665,BISC RECH TRELOSO FARINHA LACTA 120G,2.29,1.89,22/09,28/09,BISCOITOS / BOLACHAS,4053,0,,
40741,LEITE EM PO INTEGRAL CONFIANCA 200G,6.49,5.79,22/09,27/09,ACHOCOLATADOS / LEITES,0,1,,
40923,CR PENT SALON LINE KIDS CACHINHOS MORANGO 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
41030,CHOC BARRA RECH SNICKERS MORANGO 42G,4.99,3.99,22/09,27/09,BOMBONIERE,4203,0,,
41040,MINI SORV MORANGO KIBON ESKI-BON CX 92G,15.99,9.90,03/09,30/09,FRIOS,5088,0,,
41193,PICOLE KIBON TABLITO 3 CHOCOLATES 61G,10.49,4.99,03/09,30/09,FRIOS,0,1,,
41255,CR PENT SALON LINE DEFINICAO NUTRITIVA 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
41276,CR PENT SALON LINE KIDS CACHINHOS CHOCOLATE 1KG,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
41296,AMAC FOFO AZUL TUDAO RF 900ML,17.09,14.99,17/09,30/09,LIMPEZA,0,1,,
41372,CHOC BARRA RECH SNICKERS WHITE 42G,4.99,3.99,22/09,27/09,BOMBONIERE,4203,0,,
41398,HID PANTENE BAMBU 600ML,46.29,39.98,29/08,28/09,CUIDADOS COM O CABELO,0,1,,
41405,COND DARLING CERAMIDAS 350ML,10.79,7.90,27/08,30/09,CUIDADOS COM O CABELO,5127,0,,
41406,COND DARLING DETOX 350ML,10.79,7.90,27/08,30/09,CUIDADOS COM O CABELO,5127,1,,
41407,SH DARLING TILIA 350ML,9.79,7.90,27/08,30/09,CUIDADOS COM O CABELO,5128,0,,
41408,SH DARLING 2X1 350ML,9.79,7.90,27/08,30/09,CUIDADOS COM O CABELO,5128,1,,
41409,SH DARLING CERAMIDAS 350ML,9.79,7.90,27/08,30/09,CUIDADOS COM O CABELO,5128,0,,
41416,SH DARLING DETOX 350ML,9.79,7.90,27/08,30/09,CUIDADOS COM O CABELO,5128,0,,
41444,TONICO OX VITA GLOW 30ML,32.29,14.99,15/09,15/10,CUIDADOS COM O CABELO,0,1,,
41606,LENCO UMED PAMPERS ALOE C/48UND,24.59,14.99,16/09,16/10,INFANTIS,0,1,,
41658,COND SEDA LUMINOUS UV 300ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
41659,SH SEDA LUMINOUS UV 300ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
41660,CR PENT SEDA LUMINOUS UV 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
41681,PICOLE PISTACHE MAGNUM 64G,19.99,9.90,03/09,30/09,FRIOS,0,1,,
41832,BATATA RUFFLES SAL 32G,4.69,3.89,22/09,27/09,BOMBONIERE,4884,0,,
42117,SAB PROTEX FRESH 85G,3.89,2.79,21/09,30/09,HIGIENE CORPORAL,1332,0,,
42118,"AMAC CONC DOWNY ALFAZEMA 1,5L",49.59,26.99,25/09,27/09,LIMPEZA,3501,0,,
42409,DESOD AERO DOVE MEN INVISIBLE DRY PROMO 200ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
42587,LEITE EM PO NINHO INTEGRAL 380G 10%,19.99,16.99,22/09,27/09,ACHOCOLATADOS / LEITES,0,1,,
42622,LEITE EM PO NINHO INST INT 380G 10%,18.99,16.99,22/09,27/09,ACHOCOLATADOS / LEITES,0,1,,
42676,CR PENT SALON LINE KIDS CACHINHOS ACAI 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
42677,CR PENT SALON LINE KIDS CACHINHOS MANGA 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
42678,CR PENT SALON LINE KIDS CACHINHOS UVA + MELANCIA 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
43172,SH TRESEMME BLINDAGEM ANTIUMIDADE 400ML,33.39,19.99,25/08,30/09,CUIDADOS COM O CABELO,1593,1,,
43173,CR TRAT TRESEMME BLINDAGEM ANTIUMIDADE 400ML,34.29,19.99,25/08,30/09,CUIDADOS COM O CABELO,1687,1,,
43174,COND TRESEMME BLINDAGEM ANTIUMIDADE 400ML,33.49,19.99,25/08,30/09,CUIDADOS COM O CABELO,1878,1,,
43285,SH TRESEMME BRILHO LAMELAR 400ML,33.39,19.99,25/08,30/09,CUIDADOS COM O CABELO,1593,0,,
43286,COND TRESEMME BRILHO LAMELAR 400ML,33.49,19.99,25/08,30/09,CUIDADOS COM O CABELO,1878,0,,
43287,SH SEDA TOQUE DE SEDA 300ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
43288,COND SEDA TOQUE DE SEDA 250ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
43289,CR PENT SEDA TOQUE DE SEDA 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
43336,SAZON TEMP MEU TOQUE ERVAS 20G,12.99,7.19,16/09,24/09,CONDIMENTOS / CONSERVAS,0,1,,
43337,SAZON TEMP MEU TOQUE TOMATE 23G,12.99,7.19,16/09,26/09,CONDIMENTOS / CONSERVAS,0,1,,
43416,MINI SORV KIBON PACOQUITA CX 92G,15.99,9.90,03/09,30/09,FRIOS,5088,0,,
43543,"BOMBOM LACTA FAVORITOS 131,45",11.99,10.00,23/09,23/09,BOMBONIERE,0,1,,
43578,SPRAY TRESEMME SELANTE IMPERMEABILIZANTE 180ML,57.69,29.99,25/08,30/09,CUIDADOS COM O CABELO,0,1,,
43808,FRALDA PAMPERS S SEQUINHA G C/60,104.99,79.98,16/09,16/10,INFANTIS,5390,0,,
43809,FRALDA PAMPERS S SEQUINHA XG C/56,104.99,79.98,16/09,16/10,INFANTIS,5390,0,,
43810,FRALDA PAMPERS S SEQUINHA XXG C/50,104.99,79.98,16/09,16/10,INFANTIS,5390,1,,
43974,KIT PANTENE ANTI QUEDA SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
43980,FRALDA PAMPERS S SEQUINHA M C/68,104.99,79.98,16/09,16/10,INFANTIS,5390,0,,
43999,KIT NIELY RECONSTRUCAO POTENTE SH + COND,27.69,19.98,29/09,18/10,CUIDADOS COM O CABELO,1566,0,,
44156,DESOD AERO OLD SPICE AMADEIRADO 150G,33.89,29.98,16/09,16/10,HIGIENE CORPORAL,5435,1,,
44157,DESOD AERO OLD SPICE AVENTURA 150G,33.89,29.98,16/09,16/10,HIGIENE CORPORAL,5435,0,,
44158,DESOD AERO OLD SPICE BRISA MAR 150G,33.89,29.98,16/09,16/10,HIGIENE CORPORAL,5435,0,,
44159,DESOD AERO OLD SPICE REFRESCANTE 150G,33.89,29.98,16/09,16/10,HIGIENE CORPORAL,5435,0,,
44166,TONICO PANTENE ANTIQUEDA 52ML,50.89,39.95,29/08,28/09,CUIDADOS COM O CABELO,0,1,,
44190,DESOD AERO DOVE GO FRESH PESSEGO 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
44191,DESOD AERO DOVE FRESH CARE LAVANDA 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
44193,SAB LIQ LUX GARDENIA E OLEO DE AMENDOAS RFL 200ML,10.49,7.99,22/09,28/09,HIGIENE CORPORAL,257,0,,
44234,CR DENT COLGATE TOTAL ORIGINAL MINT 90G,12.99,9.90,21/09,30/09,CUIDADOS BUCAL,1380,1,,
44253,KIT PANTENE EQULIBIO SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
44431,SH KOLENE KIDS TRELOSO CHOCOLATE 300ML,16.39,9.99,18/09,18/10,CUIDADOS COM O CABELO,0,1,,
44433,COND KOLENE KIDS TRELOSO CHOCOLATE 300ML,17.99,9.99,18/09,18/10,CUIDADOS COM O CABELO,0,1,,
44590,SAND RIDER STREET C MASC BM506 PT/C N37 A 44,34.99,27.99,02/09,30/09,CALCADOS,4314,0,,
44592,"AMAC CONC DOWNY VERAO TROPICAL 1,5L",49.59,26.99,25/09,27/09,LIMPEZA,3501,0,,
44633,CR PENT SALON LINE KIDS VANILLA VIBES! 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
44636,CR PENT SALON LINE S.O.S BOB ESPONJA 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
44637,CR PENT SALON LINE DEFINICAO CACHO OSTENTACAO 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
44687,CR TRAT TRESEMME BRILHO LAMELAR 400G,34.29,19.99,25/08,30/09,CUIDADOS COM O CABELO,1687,0,,
44800,MANTEIGA ZERO LACTOSE LEILAC C SAL 200G,17.59,9.69,22/09,27/09,FRIOS,0,1,,
44806,CR DENT COLGATE TOTAL WHITENING 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,0,,
44807,CR DENT COLGATE TOTAL ORIGINAL MINT 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,0,,
44808,CR DENT COLGATE TOTAL GENGIVA REFORCADA 90G,12.99,9.90,21/09,30/09,CUIDADOS BUCAL,1380,0,,
44855,AMAC COMFORT CONC SEGREDOS 36 1L,23.69,19.98,17/09,30/09,LIMPEZA,5529,1,,
44998,BEB LACT UHT BETANIA KIDS HORA DA MERENDA BANANA 200ML,1.99,1.19,22/09,30/09,ACHOCOLATADOS / LEITES,5674,1,,
45007,KIT PANTENE BOND REPAIR MOLECULAR SH+COND,49.29,39.98,01/09,30/09,CUIDADOS COM O CABELO,3048,0,,
45010,"CHOC KITKAT 2 FINGERS 11,6G",1.99,0.99,22/09,27/09,BOMBONIERE,0,1,,
45015,HID PANTENE BOND REPAIR MOLECULAR 270ML,48.69,39.98,29/08,28/09,CUIDADOS COM O CABELO,0,1,,
45019,"AMAC CONC COMFORT 10 BRIDGERTON SEGREDOS 1,5L",35.29,23.99,17/09,30/09,LIMPEZA,0,1,,
45137,COND SEDA COLAGENO E VITAMINA 250ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
45139,SH SEDA COLAGENO E VITAMINA 300ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
45171,OLEO SOYA GIRASSOL 900ML,15.79,13.99,21/09,24/09,OLEOS / AZEITES,0,1,,
45640,"AMAC CONC COMFORT 48 SEGREDOS 1,5L",35.29,23.99,17/09,30/09,LIMPEZA,0,1,,
45641,"AMAC CONC COMFORT 36 SEGREOS 1,5L",48.69,23.99,17/09,30/09,LIMPEZA,0,1,,
45683,DESOD AERO GIOVANNA BABY BLUE 200ML,15.39,11.99,22/09,28/09,HIGIENE CORPORAL,5593,0,,
45684,DESOD AERO GIOVANNA BABY CLASSIC 200ML,15.39,11.99,22/09,28/09,HIGIENE CORPORAL,5593,1,,
45685,DESOD AERO GIOVANNA BABY LILAC 200ML,15.39,11.99,22/09,28/09,HIGIENE CORPORAL,5593,0,,
45906,"AMAC CONC DOWNY FRESCOR DE PRIMAVERA 1,5L",49.59,26.99,25/09,27/09,LIMPEZA,3501,0,,
45926,CHOC BARRA SNICKERS CHOC DUPLO 42G,4.99,3.99,22/09,27/09,BOMBONIERE,4203,0,,
45950,CR PENT SALON LINE DEFINICAO ALONGADA CACHOS DE SEREIA 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
45952,CR PENT SALON LINE DEFINICAO DEFINICAO DOURADORA CACHOS 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
46005,DESOD AERO DOVE MEN ENERGY BOOST 150ML,21.29,18.99,17/09,17/10,HIGIENE CORPORAL,1484,0,,
46163,ANTI-SEP COLGATE PLAX MELANCIA L500P350ML,23.29,16.99,18/09,18/10,CUIDADOS BUCAL,1455,0,,
46165,PACK SAB PALMOLIVE NATUARLS FRAMBOESA E AMORA 3X85G,7.99,4.90,16/09,30/09,HIGIENE CORPORAL,5758,1,,
46166,ANTI-SEP COLGATE PLAX ICE INFINITY 500X350ML,23.29,16.99,18/09,18/10,CUIDADOS BUCAL,1455,0,,
46227,SALG PIPPOS VIT ANIME CEBOLA E SALSA 200G,11.49,10.00,23/09,23/09,BOMBONIERE,5736,0,,
46276,ANTI-SEP COLGATE PLAX MELANCIA 250ML,17.29,12.99,18/09,18/10,CUIDADOS BUCAL,1458,0,,
46282,BAR PROT BOLD BOMBOM CROCANTE 60G,17.59,13.99,21/09,21/10,DIET / LIGHT,5633,0,,
46283,BAR PROT BOLD COOKIES E CREAM 60G,17.59,13.99,21/09,21/10,DIET / LIGHT,5633,1,,
46284,BAR PROT BOLD CRUNCH COOKIES E CREAM 60G,17.59,13.99,21/09,21/10,DIET / LIGHT,5633,0,,
46285,BAR PROT BOLD CRUNCH BRIGADEIRO 60G,17.59,13.99,21/09,21/10,DIET / LIGHT,5633,0,,
46286,BAR PROT BOLD CRUNCH PISTACHE 60G,17.59,13.99,21/09,21/10,DIET / LIGHT,5633,0,,
46287,BAR PROT BOLD DOCE DE LEITE 60G,17.59,13.99,21/09,21/10,DIET / LIGHT,5633,0,,
46288,BAR PROT BOLD PISTACHE 60G,17.59,13.99,21/09,21/10,DIET / LIGHT,5633,0,,
46289,BAR PROT BOLD TRUFA DE CHOC 60G,17.59,13.99,21/09,21/10,DIET / LIGHT,5633,0,,
46307,"LAVA ROUPAS UAU ACTIVE 1,7L",18.99,15.99,23/06,29/09,LIMPEZA,5665,1,,
46308,"LAVA ROUPAS UAU PERF COCO E VANILA 1,7L",18.99,15.99,23/06,29/09,LIMPEZA,5665,0,,
46377,BAR PROT BOLD MOUSSE MARACUJA 60G,17.59,13.99,21/09,21/10,DIET / LIGHT,5633,0,,
46420,SERUM PANTENE BAMBU 95ML,53.39,39.98,29/08,28/09,CUIDADOS COM O CABELO,0,1,,
46421,AMP PANTENE REESTRUTURACAO MOLECULAR 90ML,35.59,29.98,29/08,28/09,CUIDADOS COM O CABELO,0,1,,
46457,ESC DENT COLGATE INF HARRY POTTER,22.29,9.90,16/09,30/09,CUIDADOS BUCAL,0,1,,
46458,ESC DENT COLGATE SLIM SOFT GOLD 2PK,26.29,14.90,16/09,30/09,CUIDADOS BUCAL,0,1,,
46463,SAB LIQ PROTEX ANTIB LIMPEZA PROFUNDA 650ML,43.89,34.99,18/09,18/10,HIGIENE CORPORAL,4983,1,,
46467,SAB LIQ PALMOLIVE LUMINOUS OIL FIGO E ORQUIDEA 650ML,29.69,19.90,16/09,30/09,HIGIENE CORPORAL,0,1,,
46589,SAND IPANEMA BRASIL ANATOMICA BV709 PT/BR N35 A 40,34.69,27.99,08/09,30/09,CALCADOS,5677,0,,
46590,SAND IPANEMA BRASIL ANATOMICA BV710 BR/VD N35 A 40,34.69,27.99,08/09,30/09,CALCADOS,5677,0,,
46591,SAND IPANEMA BRASIL ANATOMICA BV711 MA/RS N35 A 40,34.69,27.99,08/09,30/09,CALCADOS,5677,0,,
46592,SAND IPANEMA BRASIL AN261 BR/RS N33 A 40,34.69,27.99,08/09,30/09,CALCADOS,5677,0,,
46593,SAND IPANEMA BRASIL BABY II AL738 AZ/BR 19-24,34.99,27.99,02/09,30/09,CALCADOS,5678,1,,
46594,SAND IPANEMA BRASIL BABY II CB200 RS 19-24,34.99,27.99,02/09,30/09,CALCADOS,5678,0,,
46595,SAND IPANEMA BRASIL BABY II CB201 AM/VD 19-24,34.99,27.99,02/09,30/09,CALCADOS,5678,0,,
46596,SAND IPANEMA BRASIL BF243 AZ ES/AZ N36 A 42,34.69,27.99,08/09,30/09,CALCADOS,5677,1,,
46597,SAND IPANEMA BRASIL INF CB170 AM/VD N23 A 32,34.69,27.99,02/09,30/09,CALCADOS,0,1,,
46598,SAND RIDER BRASIL MASC BV253 AZ/B N37 A 44,33.29,27.99,02/09,30/09,CALCADOS,5679,1,,
46599,SAND RIDER BRASIL MASC BV254 PT/B N37 A 44,33.29,27.99,02/09,30/09,CALCADOS,5679,0,,
46600,SAND RIDER BRASIL MASC BV255 BR/A N37 A 44,33.29,27.99,02/09,30/09,CALCADOS,5679,0,,
46601,SAND RIDER BRASIL MASC BV267 AZ/B N37 A 44,33.29,27.99,02/09,30/09,CALCADOS,5679,0,,
46671,ENERG MORMAII PET 2L,12.97,11.99,23/06,29/09,BEBIDAS,0,1,,
46715,COND DARLING CACHOS 315ML,9.99,7.90,27/08,30/09,CUIDADOS COM O CABELO,5127,0,,
46716,CR DENT COLGATE TOTAL LIMPEZA PROF 180G,18.99,16.90,16/09,30/09,CUIDADOS BUCAL,5018,0,,
46717,CR DENT COLGATE TOTAL LIMPEZA PROF 90G,12.99,9.90,21/09,30/09,CUIDADOS BUCAL,1380,0,,
46724,SH DARLING CACHOS 315ML,9.49,7.90,27/08,30/09,CUIDADOS COM O CABELO,5128,0,,
46853,CR PENT SALON LINE DEFINICAO IMEDIATA CACHOS COLA 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
46869,CR PENT SALON LINE S.O.S OLEO DE MANGA 1K,48.79,39.99,22/09,28/09,CUIDADOS COM O CABELO,2577,0,,
46885,"MAC INST VITARELLA CARNE  DE SOL 74,3G",1.59,1.49,22/09,27/09,MASSAS,3319,0,,
47004,PACK SAB PALMOLIVE NATURALS NUTRI INTENSIVA 3X85G,7.99,4.90,16/09,30/09,HIGIENE CORPORAL,5758,0,,
47064,SAB ALBANY JASMIM ENVOLVENTE 80G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
47065,SAB ALBANY CAPIM E LIMAO 80G,2.49,1.99,17/09,17/10,HIGIENE CORPORAL,4390,0,,
47076,CR PENT SEDA CRESCIMENTO E FORCA 300ML,13.99,11.99,17/09,17/10,CUIDADOS COM O CABELO,1369,0,,
47077,SH SEDA CRESCIMENTO E FORCA 325ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
47078,COND SEDA CRESCIMENTO E FORCA 250ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
47082,SH SEDA MEGA CRESCIMENTO 300ML,16.49,12.99,17/09,17/10,CUIDADOS COM O CABELO,2475,0,,
47085,COND SEDA MEGA CRESCIMENTO 250ML,17.59,13.99,17/09,17/10,CUIDADOS COM O CABELO,2477,0,,
